"","Plot","Height1","Height2"
"84","ST19:2112",158,148
"85","ST19:2113",145.5,146
"86","ST19:2114",170.5,167.5
"87","ST19:2115",146.5,146
"88","ST19:2116",158.5,157.5
"89","ST19:2117",168.5,174.5
"90","ST19:2118",165,185.5
"91","ST19:2119",167,168
"92","ST19:2120",141,160
"93","ST19:2121",157,151
"94","ST19:2122",88.5,188.5
"95","ST19:2123",180.5,146
"96","ST19:2124",152.5,161
"97","ST19:2125",150,166
"98","ST19:2126",154,173
"99","ST19:2127",161,178.5
"100","ST19:2128",184.5,175
"101","ST19:2129",190,183.5
"102","ST19:2130",182,180.5
"103","ST19:2131",173,166
"104","ST19:2132",185,178
"105","ST19:2133",156,154
"106","ST19:2134",150.5,154
"107","ST19:2135",157,154.5
"108","ST19:2136",146.5,173
"109","ST19:2201",175,143
"110","ST19:2202",164,179.5
"111","ST19:2203",156.5,178.5
"112","ST19:2204",155,139.5
"113","ST19:2205",152.5,150.5
"114","ST19:2206",161.5,173.5
"115","ST19:2207",147.5,147
"116","ST19:2208",173,174
"117","ST19:2209",156.5,139.5
"118","ST19:2210",142.5,150
"119","ST19:2211",140.5,144.5
"120","ST19:2212",163.5,141.5
"121","ST19:2213",132,136.5
"122","ST19:2214",159,172.5
"123","ST19:2215",169,174.5
"124","ST19:2216",146.5,164.5
"125","ST19:2217",185,177.5
"126","ST19:2218",160.5,172
"127","ST19:2219",163,161
"128","ST19:2220",172,175
"129","ST19:2221",188,190.5
"130","ST19:2222",163,164.5
"131","ST19:2223",174,181
"132","ST19:2224",160.5,205.5
"133","ST19:2225",167,164.5
"134","ST19:2226",180,182
"135","ST19:2227",163.5,178.5
"136","ST19:2228",150.5,168.5
"137","ST19:2229",163.5,170.5
"138","ST19:2230",161,87.5
"139","ST19:2231",173.5,170.5
"140","ST19:2232",169,173
"141","ST19:2233",150.5,156
"142","ST19:2234",168,188.5
"143","ST19:2235",173,176.5
"144","ST19:2236",172.5,169
"145","ST19:3101",150.5,144.5
"146","ST19:3102",110.5,122
"147","ST19:3103",97.5,102.5
"148","ST19:3104",96,86
"149","ST19:3105",102,95
"150","ST19:3106",177.5,169.5
"151","ST19:3107",166.5,152.5
"152","ST19:3108",99,102.5
"153","ST19:3109",132.5,119.5
"154","ST19:3110",93.5,103
"155","ST19:3111",109,115
"156","ST19:3112",157.5,166.5
"157","ST19:3113",178.5,155
"158","ST19:3114",143.5,146
"159","ST19:3115",103.5,113
"160","ST19:3116",126,133
"161","ST19:3117",104.5,104
"162","ST19:3118",96.5,109.5
"163","ST19:3119",151,161.5
"164","ST19:3120",209.5,191
"165","ST19:3121",94.5,114
"166","ST19:3122",155,144.5
"167","ST19:3123",123,115
"168","ST19:3124",97.5,115
"169","ST19:3125",124,111.5
"170","ST19:3126",95.5,98
"171","ST19:3127",146,189.5
"172","ST19:3128",164.5,179.5
"173","ST19:3129",154.5,159
"174","ST19:3130",185.5,153
"175","ST19:3131",157,147.5
"176","ST19:3132",116.5,121
"177","ST19:3133",158,165.5
"178","ST19:3134",118.5,129.5
"179","ST19:3135",168.5,167.5
"180","ST19:3136",87.5,98
"181","ST19:3137",122.5,103.5
"182","ST19:3138",175,173
"183","ST19:3139",164,157.5
"184","ST19:3140",132.5,131.5
"185","ST19:3141",160.5,164.5
"186","ST19:3142",143.5,145
"187","ST19:3143",185.5,168
"188","ST19:3144",89,161.5
"189","ST19:3145",114,111.5
"190","ST19:3146",162.5,154
"191","ST19:3147",98.5,89.5
"192","ST19:3148",157.5,136
"193","ST19:3201",123,124.5
"194","ST19:3202",141,152.5
"195","ST19:3203",120.5,99
"196","ST19:3204",157,154.5
"197","ST19:3205",95.5,94
"198","ST19:3206",140,143
"199","ST19:3207",114,102.5
"200","ST19:3208",110.5,100.5
"201","ST19:3209",104,95.5
"202","ST19:3210",117.5,116
"203","ST19:3211",166.5,182.5
"204","ST19:3212",110,137
"205","ST19:3213",171.5,174.5
"206","ST19:3214",179,164.5
"207","ST19:3215",188.5,165.5
"208","ST19:3216",165,168
"209","ST19:3217",157.5,163
"210","ST19:3218",160,190
"211","ST19:3219",160,164
"212","ST19:3220",156.5,153.5
"213","ST19:3221",146,178
"214","ST19:3222",110.5,111.5
"215","ST19:3223",91.5,99.5
"216","ST19:3224",108,112.5
"217","ST19:3225",154,157.5
"218","ST19:3226",107.5,129.5
"219","ST19:3227",108.5,110
"220","ST19:3228",152,137.5
"221","ST19:3229",165,168
"222","ST19:3230",153.5,157.5
"223","ST19:3231",170.5,149.5
"224","ST19:3232",118,121
"225","ST19:3233",128.5,137
"226","ST19:3234",159,154.5
"227","ST19:3235",151.5,171
"228","ST19:3236",110,127.5
"229","ST19:3237",160,164
"230","ST19:3238",138.5,127
"231","ST19:3239",139.5,167
"232","ST19:3240",121.5,126
"233","ST19:3241",97.5,97.5
"234","ST19:3242",114.5,113.5
"235","ST19:3243",91.5,108
"236","ST19:3244",94.5,94.5
"237","ST19:3245",142,150.5
"238","ST19:3246",153,162
"239","ST19:3247",109.5,95
"240","ST19:3248",104,113.5
